event_type,start,end
ground_stationary,20190514 05:36:06.970,20190514 05:36:19.317
flying_active,20190514 05:39:17.997,20190514 05:39:19.071
flying_active,20190514 05:39:20.645,20190514 05:39:21.456
flying_passive,20190514 05:39:19.072,20190514 05:39:20.643
flying_passive,20190514 05:39:21.458,20190514 05:39:26.847
flying_passive,20190514 05:39:52.326,20190514 05:39:55.669
flying_passive,20190514 05:39:57.778,20190514 05:39:59.424
flying_passive,20190514 05:40:00.195,20190514 05:40:01.533
flying_passive,20190514 05:40:02.304,20190514 05:40:02.973
flying_passive,20190514 05:40:03.538,20190514 05:40:05.404
flying_passive,20190514 05:40:06.166,20190514 05:40:07.031
flying_active,20190514 05:39:50.327,20190514 05:39:52.320
flying_active,20190514 05:39:55.672,20190514 05:39:57.773
flying_active,20190514 05:39:59.431,20190514 05:40:00.188
flying_active,20190514 05:40:01.537,20190514 05:40:02.299
flying_active,20190514 05:40:02.979,20190514 05:40:03.535
flying_active,20190514 05:40:05.409,20190514 05:40:06.162
flying_active,20190514 05:42:42.853,20190514 05:42:45.140
flying_active,20190514 05:42:35.117,20190514 05:42:37.525
flying_active,20190514 05:42:39.926,20190514 05:42:41.040
flying_passive,20190514 05:42:37.531,20190514 05:42:39.920
flying_passive,20190514 05:42:41.046,20190514 05:42:42.849
flying_passive,20190514 05:42:45.146,20190514 05:42:48.075
flying_passive,20190514 05:42:27.330,20190514 05:42:35.107
flying_passive,20190514 05:42:23.757,20190514 05:42:25.195
flying_active,20190514 05:42:25.199,20190514 05:42:27.324
flying_passive,20190514 05:42:15.521,20190514 05:42:19.407
flying_passive,20190514 20:02:47.315,20190514 20:02:50.705
bathing,20190514 20:06:29.089,20190514 20:06:38.573
bathing,20190514 20:06:48.508,20190514 20:06:51.813
stationary,20190514 20:06:24.664,20190514 20:06:29.083
stationary,20190514 20:06:38.577,20190514 20:06:48.503
stationary,20190514 20:06:59.863,20190514 20:07:03.461
unknown,20190514 20:06:51.819,20190514 20:06:59.857
bathing,20190514 20:07:03.466,20190514 20:07:05.385
unknown,20190514 20:06:09.509,20190514 20:06:11.951
unknown,20190514 20:08:14.560,20190514 20:08:19.644
bathing,20190514 20:08:29.645,20190514 20:08:44.026
bathing,20190514 20:08:45.985,20190514 20:08:53.518
bathing,20190514 20:08:56.177,20190514 20:09:10.312
unknown,20190514 20:08:25.877,20190514 20:08:29.640
unknown,20190514 20:08:44.031,20190514 20:08:45.981
unknown,20190514 20:08:53.526,20190514 20:08:56.172
unknown,20190514 20:29:18.522,20190514 20:29:21.792
flying_active,20190514 20:48:22.867,20190514 20:48:42.451
flying_active,20190514 20:48:43.811,20190514 20:48:52.424
flying_active,20190514 20:48:54.501,20190514 20:49:05.374
unknown,20190514 20:48:01.813,20190514 20:48:01.813
unknown,20190514 20:48:09.515,20190514 20:48:15.242
unknown,20190514 20:48:21.511,20190514 20:48:22.863
unknown,20190514 20:48:42.453,20190514 20:48:43.808
unknown,20190514 20:48:52.425,20190514 20:48:54.498
flying_passive,20190514 21:06:12.253,20190514 21:06:13.646
flying_passive,20190514 21:08:36.505,20190514 21:08:40.702
unknown,20190514 21:11:20.494,20190514 21:11:22.408
flying_passive,20190514 21:11:16.158,20190514 21:11:17.093
flying_active,20190514 21:10:53.511,20190514 21:11:00.257
flying_passive,20190514 21:11:00.260,20190514 21:11:01.010
flying_active,20190514 21:11:26.748,20190514 21:11:43.885
unknown,20190514 21:11:25.845,20190514 21:11:26.745
unknown,20190514 21:11:48.464,20190514 21:11:49.304
flying_active,20190514 21:53:08.499,20190514 21:53:19.304
unknown,20190514 21:53:07.356,20190514 21:53:08.498
flying_active,20190514 21:59:11.201,20190514 21:59:17.320
flying_active,20190514 21:59:08.505,20190514 21:59:10.330
unknown,20190514 21:59:10.331,20190514 21:59:11.199
unknown,20190514 21:59:17.324,20190514 21:59:18.918
flying_active,20190514 22:06:29.174,20190514 22:06:41.125
flying_active,20190514 22:06:43.325,20190514 22:06:48.321
flying_active,20190514 22:05:58.309,20190514 22:06:05.034
unknown,20190514 22:05:57.490,20190514 22:05:58.307
flying_active,20190514 22:06:05.972,20190514 22:06:06.481
flying_passive,20190514 22:06:06.484,20190514 22:06:07.971
flying_passive,20190514 22:06:05.036,20190514 22:06:05.970
unknown,20190514 22:06:28.202,20190514 22:06:29.171
unknown,20190514 22:06:41.129,20190514 22:06:43.322
unknown,20190514 22:10:30.518,20190514 22:10:35.765
unknown,20190514 22:10:48.910,20190514 22:10:50.402
unknown,20190514 22:10:58.374,20190514 22:10:59.659
unknown,20190514 22:11:11.801,20190514 22:11:12.861
flying_active,20190514 22:10:50.405,20190514 22:10:58.373
flying_active,20190514 22:10:59.661,20190514 22:11:11.797
flying_active,20190514 22:11:12.864,20190514 22:11:15.588
flying_passive,20190514 22:12:41.466,20190514 22:12:42.265
unknown,20190514 22:46:39.564,20190514 22:46:41.888
unknown,20190514 23:25:11.955,20190514 23:25:36.920
stationary,20190514 23:28:20.904,20190514 23:28:37.304
unknown,20190514 23:28:19.544,20190514 23:28:20.892
stationary,20190514 23:38:29.766,20190514 23:38:41.727
bathing,20190514 23:38:41.739,20190514 23:38:52.934
stationary,20190514 23:38:52.949,20190514 23:39:03.173
bathing,20190514 23:39:03.182,20190514 23:39:16.360
unknown,20190514 23:40:40.828,20190514 23:40:42.755
flying_passive,20190515 02:14:05.501,20190515 02:14:06.355
flying_active,20190515 02:33:41.520,20190515 02:33:53.431
flying_passive,20190515 02:33:53.438,20190515 02:33:55.463
flying_passive,20190515 03:36:57.505,20190515 03:37:02.763
flying_passive,20190515 03:37:04.247,20190515 03:37:05.819
unknown,20190515 03:37:05.827,20190515 03:37:07.692
flying_active,20190515 03:37:02.770,20190515 03:37:04.240
stationary,20190515 03:37:07.699,20190515 03:37:17.544
bathing,20190515 03:37:24.713,20190515 03:37:27.680
bathing,20190515 03:37:33.900,20190515 03:37:40.633
unknown,20190515 03:37:40.648,20190515 03:37:53.338
stationary,20190515 03:37:27.686,20190515 03:37:33.889
stationary,20190515 03:37:22.047,20190515 03:37:24.708
bathing,20190515 03:41:46.733,20190515 03:41:55.183
bathing,20190515 03:41:58.775,20190515 03:42:08.550
bathing,20190515 03:42:11.808,20190515 03:42:31.299
stationary,20190515 03:41:35.530,20190515 03:41:37.964
stationary,20190515 03:41:43.761,20190515 03:41:46.728
stationary,20190515 03:41:55.188,20190515 03:41:58.769
stationary,20190515 03:42:08.553,20190515 03:42:11.800
flying_active,20190515 03:44:17.533,20190515 03:44:22.597
flying_active,20190515 03:44:26.396,20190515 03:44:27.897
flying_active,20190515 03:44:24.586,20190515 03:44:25.330
flying_passive,20190515 03:44:27.900,20190515 03:44:29.800
flying_passive,20190515 03:44:25.334,20190515 03:44:26.392
flying_passive,20190515 03:44:22.607,20190515 03:44:24.580
ground_active,20190515 03:44:44.712,20190515 03:44:48.784
ground_active,20190515 03:44:55.211,20190515 03:44:58.710
ground_stationary,20190515 03:44:58.720,20190515 03:45:13.300
ground_stationary,20190515 03:44:48.791,20190515 03:44:55.205
flying_passive,20190515 03:49:23.433,20190515 03:49:34.226
unknown,20190515 03:51:39.510,20190515 03:51:42.492
flying_active,20190515 04:04:44.333,20190515 04:04:58.254
flying_active,20190515 04:05:03.518,20190515 04:05:05.731
flying_active,20190515 04:05:07.631,20190515 04:05:09.165
flying_active,20190515 04:05:10.463,20190515 04:05:18.386
flying_active,20190515 04:04:42.187,20190515 04:04:42.892
flying_passive,20190515 04:04:39.762,20190515 04:04:42.182
flying_passive,20190515 04:04:42.895,20190515 04:04:44.331
flying_passive,20190515 04:04:58.255,20190515 04:05:03.517
flying_passive,20190515 04:05:05.734,20190515 04:05:07.626
flying_passive,20190515 04:05:09.167,20190515 04:05:10.462
flying_passive,20190515 04:05:18.388,20190515 04:05:28.375
unknown,20190515 04:09:03.866,20190515 04:09:07.719
flying_active,20190515 04:11:37.475,20190515 04:11:44.268
flying_active,20190515 04:11:45.062,20190515 04:11:49.479
flying_active,20190515 04:11:51.066,20190515 04:11:54.071
flying_active,20190515 04:11:54.807,20190515 04:12:17.294
flying_passive,20190515 04:11:35.517,20190515 04:11:37.469
flying_passive,20190515 04:11:44.272,20190515 04:11:45.060
flying_passive,20190515 04:11:49.480,20190515 04:11:51.065
flying_passive,20190515 04:11:54.073,20190515 04:11:54.804
flying_passive,20190515 04:12:17.310,20190515 04:12:19.420
flying_active,20190515 04:18:43.508,20190515 04:18:57.256
flying_passive,20190515 04:18:57.261,20190515 04:18:59.938
unknown,20190515 04:22:25.523,20190515 04:22:31.000
unknown,20190516 03:31:15.521,20190516 03:31:17.001
flying_active,20190516 03:32:00.273,20190516 03:32:03.200
flying_passive,20190516 03:31:57.864,20190516 03:32:00.269
flying_passive,20190516 03:32:03.204,20190516 03:32:06.591
flying_active,20190516 03:32:06.595,20190516 03:32:08.580
flying_passive,20190516 03:32:08.582,20190516 03:32:11.378
unknown,20190516 03:37:50.005,20190516 03:38:09.876
unknown,20190516 03:38:21.257,20190516 03:38:27.181
ground_stationary,20190516 03:38:27.208,20190516 03:38:41.323
bathing,20190516 03:37:45.528,20190516 03:37:49.994
unknown,20190516 03:44:24.653,20190516 03:44:25.373
unknown,20190516 03:47:11.133,20190516 03:47:16.606
unknown,20190516 03:47:48.628,20190516 03:47:51.373
flying_passive,20190516 03:54:41.212,20190516 03:54:43.308
flying_passive,20190516 03:54:33.505,20190516 03:54:34.931
flying_active,20190516 03:54:34.934,20190516 03:54:41.209
unknown,20190516 03:58:42.511,20190516 03:58:49.237
flying_active,20190516 04:06:16.603,20190516 04:06:21.368
flying_passive,20190516 04:06:15.146,20190516 04:06:16.601
unknown,20190516 04:23:49.061,20190516 04:23:54.419
unknown,20190516 04:35:30.666,20190516 04:35:32.777
flying_active,20190516 04:35:17.533,20190516 04:35:30.647
flying_active,20190516 04:49:55.500,20190516 04:50:00.487
unknown,20190516 04:50:00.491,20190516 04:50:01.829
flying_active,20190516 05:26:57.677,20190516 05:27:04.285
unknown,20190516 05:27:04.287,20190516 05:27:05.161
flying_passive,20190516 05:26:36.516,20190516 05:26:39.606
stationary,20190516 05:26:51.419,20190516 05:26:57.671
foraging_poss,20190516 05:36:50.674,20190516 05:36:54.000
flying_passive,20190516 05:36:43.512,20190516 05:36:44.824
stationary,20190516 05:36:49.045,20190516 05:36:50.662
stationary,20190516 05:36:54.007,20190516 05:36:58.361
stationary,20190516 05:39:11.532,20190516 05:39:18.996
flying_passive,20190516 05:48:35.950,20190516 05:48:45.060
unknown,20190516 05:48:49.234,20190516 05:49:23.371
unknown,20190516 05:48:27.547,20190516 05:48:29.066
unknown,20190516 05:53:17.109,20190516 05:53:20.368
ground_stationary,20190516 06:10:06.506,20190516 06:10:07.761
ground_stationary,20190516 06:10:11.422,20190516 06:10:12.725
unknown,20190516 06:10:12.728,20190516 06:10:13.323
ground_active,20190516 06:10:14.583,20190516 06:10:18.810
ground_stationary,20190516 06:10:13.326,20190516 06:10:14.580
flying_active,20190516 06:43:03.989,20190516 06:43:12.442
flying_active,20190516 06:43:15.204,20190516 06:43:17.406
flying_active,20190516 06:42:31.844,20190516 06:43:00.378
flying_passive,20190516 06:42:27.502,20190516 06:42:27.978
flying_passive,20190516 06:42:30.158,20190516 06:42:31.840
flying_passive,20190516 06:43:00.380,20190516 06:43:03.987
flying_passive,20190516 06:43:12.447,20190516 06:43:15.199
flying_passive,20190516 06:43:17.410,20190516 06:43:23.303
